"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance","GeneLabel"
"AC008277.1",46.3106889540527,-0.462058409681253,0.314520131632075,-1.46909009379968,0.141808354301934,0.40399599882347,"Not Significant",""
"AC008746.12",97.923696577731,-0.162953860048083,0.212195458186042,-0.767942261540836,0.442521488220032,0.731675720403283,"Not Significant",""
"AC008746.5",105.771407243345,-0.23570828121844,0.202140106391539,-1.16606390204367,0.243588610100251,0.551504266653664,"Not Significant",""
"AC008937.2",51.1030487816454,-0.316541592819617,0.285605431834723,-1.1083178313037,0.267724577259691,0.57901838318859,"Not Significant",""
"AC008982.2",140.775428175006,-0.0208543302694634,0.175206183966706,-0.11902736420209,0.905253676388753,0.966946903291463,"Not Significant",""
"AC009061.1",40.8810205798413,-0.585135024696733,0.334786174929709,-1.74778729981782,0.0805008652788413,0.285722455209928,"Not Significant",""
"AC009120.5",72.581967988708,-0.0292653860862147,0.239859872000539,-0.122010346466578,0.902890824198006,0.96597865728406,"Not Significant",""
"AC009120.6",63.0903091032281,0.363612550765472,0.261014893897823,1.39307204020247,0.163598007061053,0.439367593790332,"Not Significant",""
"AC009133.12",122.199108937165,0.138214731596445,0.20830849728668,0.663509810673878,0.5070040982866,0.779250453149153,"Not Significant",""
"AC009299.2",64.0825587864814,-0.104263378697487,0.325781218891529,-0.320041097065827,0.748937176673255,0.904816778805066,"Not Significant",""
"AC009299.3",48.5568771857217,0.333180386655514,0.302152024831971,1.10269122585162,0.270161278393269,0.582303304920912,"Not Significant",""
"AC009313.1",58.5172675546536,-0.209974406075827,0.290149833205994,-0.723675777289708,0.469264807488399,0.750330053788156,"Not Significant",""
"AC009403.2",149.076422079443,-0.314565905756374,0.17975105105794,-1.7500087143022,0.0801168100458419,0.284636314511899,"Not Significant",""
"AC009404.2",106.378127373596,0.0859380678100842,0.19678848279366,0.436702730719224,0.662326948608804,0.867249544382055,"Not Significant",""
"AC009518.8",53.3572010563007,-0.25541061124243,0.290705650418105,-0.878588396459056,0.379624489541942,0.684423276385185,"Not Significant",""
"AC009948.5",56.2779680867216,-0.168637411404549,0.325129454431775,-0.518677742375802,0.603985485493757,0.837453079088265,"Not Significant",""
"AC010148.1",43.264660930892,0.435264004646777,0.324908215660792,1.33965219611805,0.180358445838801,0.463017319085112,"Not Significant",""
"AC010240.2",104.928904123892,0.038816947693728,0.19753693359301,0.196504759832424,0.844215107488673,0.943462269164028,"Not Significant",""
"AC010468.1",59.9816834604461,0.244821516894154,0.265595381482614,0.921783788285416,0.356641365293707,0.665317157039858,"Not Significant",""
"AC010522.1",77.6347557301882,0.159965793880101,0.239161070976898,0.668862174043171,0.503583401360505,0.776739045368315,"Not Significant",""
"AC010525.6",93.7774256670448,-0.307638060470662,0.225944795836462,-1.36156293988435,0.173335857703437,0.452797791377506,"Not Significant",""
"AC010525.7",56.4290812183135,-0.395459177962558,0.269537352724436,-1.46717764334081,0.142327736984227,0.404764439304979,"Not Significant",""
"AC010536.1",80.3642926336272,-0.00214240739818671,0.238068600300304,-0.00899911788234251,0.992819839694129,0.997814281007365,"Not Significant",""
"AC010642.1",100.987747373039,-0.11526048515423,0.210697591306214,-0.547042253495522,0.584349703577072,0.825752310083981,"Not Significant",""
"AC010761.13",86.4125126440277,0.136445120996208,0.245507357960206,0.555767949807532,0.578369498160998,0.822640902134738,"Not Significant",""
"AC010761.8",145.410703178477,-0.174940224532509,0.172989674561647,-1.01127552829847,0.311884575271376,0.623739860220625,"Not Significant",""
"AC010976.2",149.155024097093,-0.0184147312669044,0.188475328310699,-0.0977036699283418,0.922167601321373,0.973840261946087,"Not Significant",""
"AC010999.1",50.2433650139668,-0.229054866314968,0.305629909026222,-0.749451737379918,0.453584977431216,0.73991533112701,"Not Significant",""
"AC011385.1",44.3112308042714,-0.510599774532101,0.306876229457309,-1.66386225298409,0.0961399598796344,0.320140144873811,"Not Significant",""
"AC011747.4",238.339067878211,-0.639899134870052,0.159489570021621,-4.01216916431152,6.01633612884643e-05,0.00109875315134076,"Not Significant",""
"AC012314.8",95.9484796412608,-0.142625717545968,0.215729958364543,-0.661130788821448,0.508528441811775,0.780114279112428,"Not Significant",""
"AC012358.4",86.7984037223856,0.249008236026705,0.217655009427535,1.14405010333387,0.252602858899508,0.561716080015487,"Not Significant",""
"AC012360.6",256.276179712495,0.423655889041734,0.135702088522345,3.12195555466322,0.0017965405848839,0.0178158596199829,"Not Significant",""
"AC012370.2",141.328477827897,0.237005925110776,0.182829809137243,1.29631992851267,0.194865285551823,0.485068960554793,"Not Significant",""
"AC012501.3",64.301194598241,-0.390725688412795,0.304375730369136,-1.28369527997169,0.199248596594319,0.490538721581309,"Not Significant",""
"AC012513.4",125.199033214291,0.0784654595677795,0.18203461309569,0.431046921425501,0.666434253600211,0.869950679635598,"Not Significant",""
"AC012531.25",311.325936069678,-0.0209217884033415,0.124998838193065,-0.167375862894238,0.867074315879489,0.953547288209381,"Not Significant",""
"AC012613.2",223.730641025177,0.299982195878135,0.152785958498525,1.9634146935108,0.0495980078678209,0.209684121276616,"Not Significant",""
"AC013268.3",76.3951157276386,-0.394932178363254,0.238308539193251,-1.65723049497187,0.0974728834020499,0.322969458424093,"Not Significant",""
"AC013394.2",869.352658069789,-0.113818251261883,0.080414448904607,-1.41539552670319,0.156952560464571,0.428805797097738,"Not Significant",""
"AC013410.1",125.127261757556,-0.0611788766409862,0.182466363364608,-0.335288518458262,0.737407453932897,0.901419918554816,"Not Significant",""
"AC013449.1",64.497257203685,-0.411436709786319,0.25677210545704,-1.6023419251635,0.109080019442924,0.345645090925331,"Not Significant",""
"AC013472.3",53.7975256955687,0.290507532682675,0.29192391171669,0.995148122585485,0.31966422859081,0.632193593733584,"Not Significant",""
"AC015849.13",57.8917515047727,0.899582265903328,0.285064029249648,3.15572002637873,0.00160102459925383,0.0163380415774891,"Not Significant",""
"AC015849.19",639.066671864797,0.124645460062829,0.0908856904067864,1.37145308029174,0.170233760332742,0.449033085823458,"Not Significant",""
"AC015971.2",76.8575642715912,-0.000228831231102634,0.24141282434838,-0.000947883492603569,0.999243698509066,0.99986299614939,"Not Significant",""
"AC016292.3",228.347771586845,-0.0943746158461316,0.1402287636805,-0.673004691542149,0.500944306207988,0.774479444239453,"Not Significant",""
"AC016586.1",136.478746359348,-0.0858500300311451,0.182283389175298,-0.470970121959852,0.637662071397528,0.855022926280171,"Not Significant",""
"AC016629.8",201.561604493191,-0.150512674772757,0.157924462319065,-0.953067514446661,0.340555864274736,0.651808915463923,"Not Significant",""
"AC016683.5",53.2124305526604,-0.0825392129895237,0.282607416949462,-0.292063152059042,0.770238339360124,0.911962322874758,"Not Significant",""
"AC016722.4",57.8127822675575,-0.0725144958994864,0.28420527822955,-0.255148308121558,0.798608554060837,0.923385761922942,"Not Significant",""
"AC016734.2",468.187329436844,-0.134994728814481,0.100981787780634,-1.33682252791695,0.181280573829989,0.464567287201827,"Not Significant",""
"AC016735.2",360.740474334763,-0.346011675642074,0.121374001578001,-2.85078905814694,0.00436108907207089,0.0358720472038661,"Not Significant",""
"AC016739.2",2505.01046367145,0.152114863618437,0.0547617777821975,2.77775612441655,0.00547356829251331,0.0427342474715646,"Not Significant",""
"AC016773.1",101.300068433914,-0.12538745257121,0.208571085925247,-0.601173705429857,0.547724295990468,0.805684770876302,"Not Significant",""
"AC016831.7",497.687184408235,0.330593342421737,0.104331790304518,3.16867314801001,0.00153136503400749,0.0157474831404068,"Not Significant",""
"AC017002.2",87.4153713897048,-0.194113242964481,0.224106714110127,-0.866164334858318,0.386400048679031,0.690080881682527,"Not Significant",""
